restaurant ID,name,street,restaurant ZIP,,Month 1,Month 2
8545, Baschly,"Schwarzspanierstraße,  22, tür gs2",1090,Avg Time to Accept (s),715,637
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,# Commissionable Orders,0,0
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,Avg Basket Size €,,
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,# Negative Comments,0,0
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,# Positive Comments,0,0
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,% Kill Rate,2.60%,1.50%
8546,O.S.B Oriental Sandwich Bar,"Rotenturmstraße, 27",1010,Avg Time to Accept (s),,
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,# Commissionable Orders,168,131
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,Avg Basket Size €,25.86,25.76
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,# Negative Comments,1,1
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,# Positive Comments,1,1
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,% Kill Rate,5.70%,4.90%
8547,Jasmin al Sham Oriental Restaurant,"Heiligenstädter Straße, 9",1190,Avg Time to Accept (s),569,519
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,# Commissionable Orders,73,65
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,Avg Basket Size €,28.85,29.52
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,# Negative Comments,0,0
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,# Positive Comments,1,1
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,% Kill Rate,3.30%,3.20%
8548,Cafe Restaurant Caspian,"Zieglergasse, 18",1070,Avg Time to Accept (s),699,848
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,# Commissionable Orders,6,0
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,Avg Basket Size €,15.43,
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,# Negative Comments,0,0
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,# Positive Comments,0,0
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,% Kill Rate,7.30%,5.30%
8549,SHISO,"Eberhard-Fugger-Straße, 3",5020,Avg Time to Accept (s),950,
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,# Commissionable Orders,25,11
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,Avg Basket Size €,20.22,16.93
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,# Negative Comments,0,0
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,# Positive Comments,1,0
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,% Kill Rate,28.80%,35.30%
8550,Restaurant Pizzeria Dilan ,"Roseggergasse, 2",8570,Avg Time to Accept (s),24,20
8551,Laolao,"Mariahilfer Straße, 126",1070,# Commissionable Orders,427,410
8551,Laolao,"Mariahilfer Straße, 126",1070,Avg Basket Size €,32.38,31.7
8551,Laolao,"Mariahilfer Straße, 126",1070,# Negative Comments,2,1
8551,Laolao,"Mariahilfer Straße, 126",1070,# Positive Comments,1,1
8551,Laolao,"Mariahilfer Straße, 126",1070,% Kill Rate,3.90%,3.20%
8551,Laolao,"Mariahilfer Straße, 126",1070,Avg Time to Accept (s),706,680
8552,Die Börserie,"Schillerstraße, 70",4020,# Commissionable Orders,0,0
8552,Die Börserie,"Schillerstraße, 70",4020,Avg Basket Size €,,
8552,Die Börserie,"Schillerstraße, 70",4020,# Negative Comments,0,0
8552,Die Börserie,"Schillerstraße, 70",4020,# Positive Comments,0,0
8552,Die Börserie,"Schillerstraße, 70",4020,% Kill Rate,,
8552,Die Börserie,"Schillerstraße, 70",4020,Avg Time to Accept (s),,
8553,Sahara,"Babenbergerstraße, 5",1010,# Commissionable Orders,2,9
8553,Sahara,"Babenbergerstraße, 5",1010,Avg Basket Size €,53.45,
8553,Sahara,"Babenbergerstraße, 5",1010,# Negative Comments,0,0
8553,Sahara,"Babenbergerstraße, 5",1010,# Positive Comments,0,0
8553,Sahara,"Babenbergerstraße, 5",1010,% Kill Rate,5.10%,3.40%
8553,Sahara,"Babenbergerstraße, 5",1010,Avg Time to Accept (s),"1,448",
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,# Commissionable Orders,51,41
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,Avg Basket Size €,24.88,25.08
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,# Negative Comments,0,0
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,# Positive Comments,1,1
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,% Kill Rate,3.10%,3.30%
8554,bp - MERKUR inside,"Wildbergstraße, 16",4040,Avg Time to Accept (s),"1,045",784
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,# Commissionable Orders,24,19
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,Avg Basket Size €,28.91,30.96
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,# Negative Comments,0,0
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,# Positive Comments,1,1
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,% Kill Rate,10.50%,7.80%
8555,Linden-Apotheke,"Hernalser Hauptstraße, 155",1170,Avg Time to Accept (s),972,882
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,# Commissionable Orders,18,11
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,Avg Basket Size €,11.41,8.38
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,# Negative Comments,0,0
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,# Positive Comments,0,0
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,% Kill Rate,,4.80%
8557,Frische Grill Hendl Danisman ,"Mitterweg, 21",6020,Avg Time to Accept (s),610,569
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,# Commissionable Orders,25,6
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,Avg Basket Size €,12.05,11.57
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,# Negative Comments,0,0
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,# Positive Comments,1,0
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,% Kill Rate,,0.00%
8558,Frische Grill Hendl Danisman ,"Siemensstraße, 39",6063,Avg Time to Accept (s),800,718
8559,the Best,"Traunerstraße, 124",4050,# Commissionable Orders,25,43
8559,the Best,"Traunerstraße, 124",4050,Avg Basket Size €,22.95,23.44
8559,the Best,"Traunerstraße, 124",4050,# Negative Comments,0,0
8559,the Best,"Traunerstraße, 124",4050,# Positive Comments,1,1
8559,the Best,"Traunerstraße, 124",4050,% Kill Rate,9.30%,8.90%
8559,the Best,"Traunerstraße, 124",4050,Avg Time to Accept (s),15,14
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,# Commissionable Orders,127,140
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,Avg Basket Size €,20.25,19.89
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,# Negative Comments,0,1
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,# Positive Comments,1,1
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,% Kill Rate,15.00%,13.80%
8560,Sefa Kebap,"Nonntaler Hauptstraße, 55",5020,Avg Time to Accept (s),17,17
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,# Commissionable Orders,4,0
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,Avg Basket Size €,,
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,# Negative Comments,0,0
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,# Positive Comments,0,0
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,% Kill Rate,,
8562,Simple nachhaltig Essen ,"Stadtstraße, 33",6850,Avg Time to Accept (s),,
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,# Commissionable Orders,169,163
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,Avg Basket Size €,24,25.91
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,# Negative Comments,1,2
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,# Positive Comments,1,1
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,% Kill Rate,9.70%,10.00%
8564,McDonald's,"Carl-Zuckmayer-Straße, 1",5020,Avg Time to Accept (s),432,463
8567,Eissalon Monte,"Favoritenstraße, 68",1040,# Commissionable Orders,2,0
8567,Eissalon Monte,"Favoritenstraße, 68",1040,Avg Basket Size €,,
8567,Eissalon Monte,"Favoritenstraße, 68",1040,# Negative Comments,0,0
8567,Eissalon Monte,"Favoritenstraße, 68",1040,# Positive Comments,0,0
8567,Eissalon Monte,"Favoritenstraße, 68",1040,% Kill Rate,3.40%,4.20%
8567,Eissalon Monte,"Favoritenstraße, 68",1040,Avg Time to Accept (s),,
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,# Commissionable Orders,87,169
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,Avg Basket Size €,23.53,26.35
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,# Negative Comments,2,6
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,# Positive Comments,1,1
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,% Kill Rate,,
8568,ROCHUS,"Landstraßer Hauptstraße, 55-57",1030,Avg Time to Accept (s),663,615
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,# Commissionable Orders,2,0
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,Avg Basket Size €,13.15,
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,# Negative Comments,0,0
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,# Positive Comments,0,0
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,% Kill Rate,5.30%,3.50%
8570,Zushi Market,"Wehlistraße, 64-66 top 01-05.0",1200,Avg Time to Accept (s),"1,487",
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,# Commissionable Orders,210,204
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,Avg Basket Size €,17.11,17.16
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,# Negative Comments,0,0
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,# Positive Comments,1,1
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,% Kill Rate,6.00%,5.30%
8571,Zum Kaiser,"Kaiser-Ebersdorfer-Straße, 297",1110,Avg Time to Accept (s),27,23
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,# Commissionable Orders,37,53
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,Avg Basket Size €,15.02,16.98
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,# Negative Comments,1,0
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,# Positive Comments,1,1
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,% Kill Rate,6.80%,2.60%
8572,Lava Holzkohlegrill Restaurant ,"Dr.Adolf Schärf-Straße, 10",3107,Avg Time to Accept (s),428,260
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,# Commissionable Orders,263,259
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,Avg Basket Size €,27.69,28.19
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,# Negative Comments,1,2
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,# Positive Comments,1,1
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,% Kill Rate,7.40%,6.10%
8573,Mian Noodle & Rice,"Zwerchäckerweg, 10",1220,Avg Time to Accept (s),12,8
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,# Commissionable Orders,1,0
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,Avg Basket Size €,12.9,
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,# Negative Comments,0,0
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,# Positive Comments,0,0
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,% Kill Rate,6.50%,6.30%
8574, Restaurant Dave B.,"Karl-Popper-Straße, 4",1100,Avg Time to Accept (s),763,
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,# Commissionable Orders,67,62
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,Avg Basket Size €,17.21,17.12
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,# Negative Comments,1,0
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,# Positive Comments,1,1
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,% Kill Rate,7.50%,7.80%
8579,OMV - VIVA Shop,"Seebachergasse, 8",8010,Avg Time to Accept (s),422,578
8580,Felber,"Elterleinplatz, 13/8",1170,# Commissionable Orders,49,59
8580,Felber,"Elterleinplatz, 13/8",1170,Avg Basket Size €,8.18,8.1
8580,Felber,"Elterleinplatz, 13/8",1170,# Negative Comments,0,0
8580,Felber,"Elterleinplatz, 13/8",1170,# Positive Comments,1,1
8580,Felber,"Elterleinplatz, 13/8",1170,% Kill Rate,0.70%,1.20%
8580,Felber,"Elterleinplatz, 13/8",1170,Avg Time to Accept (s),345,448
8581,Felber,"Grinzinger Straße, 112",1190,# Commissionable Orders,11,0
8581,Felber,"Grinzinger Straße, 112",1190,Avg Basket Size €,8.2,
8581,Felber,"Grinzinger Straße, 112",1190,# Negative Comments,0,0
8581,Felber,"Grinzinger Straße, 112",1190,# Positive Comments,1,0
8581,Felber,"Grinzinger Straße, 112",1190,% Kill Rate,,0.00%
8581,Felber,"Grinzinger Straße, 112",1190,Avg Time to Accept (s),268,
8582,Felber,"Josefstädter Straße, 71",1080,# Commissionable Orders,0,0
8582,Felber,"Josefstädter Straße, 71",1080,Avg Basket Size €,,
8582,Felber,"Josefstädter Straße, 71",1080,# Negative Comments,0,0
8582,Felber,"Josefstädter Straße, 71",1080,# Positive Comments,0,0
8582,Felber,"Josefstädter Straße, 71",1080,% Kill Rate,,
8582,Felber,"Josefstädter Straße, 71",1080,Avg Time to Accept (s),,
8584,Felber,"Lerchenfelder Straße, 38",1080,# Commissionable Orders,8,1
8584,Felber,"Lerchenfelder Straße, 38",1080,Avg Basket Size €,12.45,5.58
8584,Felber,"Lerchenfelder Straße, 38",1080,# Negative Comments,0,0
8584,Felber,"Lerchenfelder Straße, 38",1080,# Positive Comments,1,1
8584,Felber,"Lerchenfelder Straße, 38",1080,% Kill Rate,,
8584,Felber,"Lerchenfelder Straße, 38",1080,Avg Time to Accept (s),568,107
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,# Commissionable Orders,30,12
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,Avg Basket Size €,8.63,9.44
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,# Negative Comments,0,0
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,# Positive Comments,1,0
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,% Kill Rate,0.00%,1.00%
8585,Felber,"Schönbrunner Straße, 218 - 220",1120,Avg Time to Accept (s),204,239
8586,Felber,"Trabrennstraße, 10",1020,# Commissionable Orders,15,6
8586,Felber,"Trabrennstraße, 10",1020,Avg Basket Size €,10.89,14.87
8586,Felber,"Trabrennstraße, 10",1020,# Negative Comments,1,0
8586,Felber,"Trabrennstraße, 10",1020,# Positive Comments,1,0
8586,Felber,"Trabrennstraße, 10",1020,% Kill Rate,2.30%,0.00%
8586,Felber,"Trabrennstraße, 10",1020,Avg Time to Accept (s),406,"1,482"
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,# Commissionable Orders,0,0
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,Avg Basket Size €,,
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,# Negative Comments,0,0
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,# Positive Comments,0,0
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,% Kill Rate,,
8589,ADIYAMAN,"Stelzhamerstraße, 6",4600,Avg Time to Accept (s),,
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,# Commissionable Orders,477,533
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,Avg Basket Size €,20.91,21.54
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,# Negative Comments,4,8
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,# Positive Comments,1,1
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,% Kill Rate,5.10%,4.70%
8592,Gangnam Kitchen - Korean Fried Chicken,"Thaliastraße, 135",1160,Avg Time to Accept (s),13,13
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,# Commissionable Orders,950,923
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,Avg Basket Size €,21.95,22.37
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,# Negative Comments,6,2
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,# Positive Comments,1,1
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,% Kill Rate,5.80%,5.50%
8593,Mamacita - California Burritos,"Lainzer Straße, 131",1130,Avg Time to Accept (s),12,13
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,# Commissionable Orders,144,121
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,Avg Basket Size €,25.62,28.27
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,# Negative Comments,1,1
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,# Positive Comments,1,1
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,% Kill Rate,9.40%,8.20%
8594,Cheesus Burger,"Eugen-Müller-Straße, 85",5020,Avg Time to Accept (s),20,24
8595,Felber,"Reumannplatz, 17",1100,# Commissionable Orders,5,17
8595,Felber,"Reumannplatz, 17",1100,Avg Basket Size €,12.01,8.62
8595,Felber,"Reumannplatz, 17",1100,# Negative Comments,0,0
8595,Felber,"Reumannplatz, 17",1100,# Positive Comments,0,0
8595,Felber,"Reumannplatz, 17",1100,% Kill Rate,0.00%,2.70%
8595,Felber,"Reumannplatz, 17",1100,Avg Time to Accept (s),140,325
8596,Cheesus Burger,"Kinoplatz, 2",9020,# Commissionable Orders,960,982
8596,Cheesus Burger,"Kinoplatz, 2",9020,Avg Basket Size €,22.97,23.24
8596,Cheesus Burger,"Kinoplatz, 2",9020,# Negative Comments,9,10
8596,Cheesus Burger,"Kinoplatz, 2",9020,# Positive Comments,1,1
8596,Cheesus Burger,"Kinoplatz, 2",9020,% Kill Rate,5.80%,4.70%
8596,Cheesus Burger,"Kinoplatz, 2",9020,Avg Time to Accept (s),20,19
8598,Taj Mahal,"Magazingasse, 10",4020,# Commissionable Orders,43,65
8598,Taj Mahal,"Magazingasse, 10",4020,Avg Basket Size €,25.25,30.09
8598,Taj Mahal,"Magazingasse, 10",4020,# Negative Comments,1,0
8598,Taj Mahal,"Magazingasse, 10",4020,# Positive Comments,0,1
8598,Taj Mahal,"Magazingasse, 10",4020,% Kill Rate,7.50%,13.10%
8598,Taj Mahal,"Magazingasse, 10",4020,Avg Time to Accept (s),240,184
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,# Commissionable Orders,27,15
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,Avg Basket Size €,22.69,23.04
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,# Negative Comments,0,0
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,# Positive Comments,1,1
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,% Kill Rate,2.70%,1.80%
8599,bp - MERKUR inside ,"Altenberger Straße, 7",4040,Avg Time to Accept (s),"1,373",854
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,# Commissionable Orders,406,327
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,Avg Basket Size €,24.39,22.97
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,# Negative Comments,0,1
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,# Positive Comments,1,1
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,% Kill Rate,1.80%,1.60%
8602,Robin's Pasta,"Mariahilfer Straße, 3",1060,Avg Time to Accept (s),800,949
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,# Commissionable Orders,30,44
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,Avg Basket Size €,21,17.66
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,# Negative Comments,0,0
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,# Positive Comments,1,1
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,% Kill Rate,8.20%,8.30%
8603,Saray Sofrası,"Pernerstorferstraße, 2",2700,Avg Time to Accept (s),19,16
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,# Commissionable Orders,0,0
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,Avg Basket Size €,,
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,# Negative Comments,0,0
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,# Positive Comments,0,0
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,% Kill Rate,9.40%,9.40%
8604,Pizza Bar da Felix,"Rotenturmstraße, 12",1010,Avg Time to Accept (s),,
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,# Commissionable Orders,0,0
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,Avg Basket Size €,,
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,# Negative Comments,0,0
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,# Positive Comments,0,0
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,% Kill Rate,10.00%,7.70%
8605,Pizzeria Ristorante Opera dei Vini,"Wallgasse, 26/4",1060,Avg Time to Accept (s),,
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,# Commissionable Orders,89,117
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,Avg Basket Size €,17.9,18.67
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,# Negative Comments,0,0
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,# Positive Comments,1,1
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,% Kill Rate,1.90%,2.00%
8606,Budapest Bägel,"Lilienbrunngasse, 3/2",1020,Avg Time to Accept (s),405,462
8609,Felber,"Oberlaaer Straße, 294",1230,# Commissionable Orders,0,0
8609,Felber,"Oberlaaer Straße, 294",1230,Avg Basket Size €,,
8609,Felber,"Oberlaaer Straße, 294",1230,# Negative Comments,0,0
8609,Felber,"Oberlaaer Straße, 294",1230,# Positive Comments,0,0
8609,Felber,"Oberlaaer Straße, 294",1230,% Kill Rate,,
8609,Felber,"Oberlaaer Straße, 294",1230,Avg Time to Accept (s),,
8610,McDonald's,"Kornfeldgasse, 12",2512,# Commissionable Orders,762,698
8610,McDonald's,"Kornfeldgasse, 12",2512,Avg Basket Size €,27.59,28.12
8610,McDonald's,"Kornfeldgasse, 12",2512,# Negative Comments,8,1
8610,McDonald's,"Kornfeldgasse, 12",2512,# Positive Comments,1,1
8610,McDonald's,"Kornfeldgasse, 12",2512,% Kill Rate,9.00%,8.30%
8610,McDonald's,"Kornfeldgasse, 12",2512,Avg Time to Accept (s),363,314
8614,B1 Innsbruck,"Valiergasse, 15",6020,# Commissionable Orders,0,0
8614,B1 Innsbruck,"Valiergasse, 15",6020,Avg Basket Size €,,
8614,B1 Innsbruck,"Valiergasse, 15",6020,# Negative Comments,0,0
8614,B1 Innsbruck,"Valiergasse, 15",6020,# Positive Comments,0,0
8614,B1 Innsbruck,"Valiergasse, 15",6020,% Kill Rate,,11.50%
8614,B1 Innsbruck,"Valiergasse, 15",6020,Avg Time to Accept (s),,
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,# Commissionable Orders,0,0
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,Avg Basket Size €,,
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,# Negative Comments,0,0
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,# Positive Comments,0,0
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,% Kill Rate,,
8615,Gasthaus Brandlwirt,"Ritzenseestraße, 1",5760,Avg Time to Accept (s),,
8619,Hofkneipe,"Ludlgasse, 16",4020,# Commissionable Orders,7,0
8619,Hofkneipe,"Ludlgasse, 16",4020,Avg Basket Size €,17.25,
8619,Hofkneipe,"Ludlgasse, 16",4020,# Negative Comments,0,0
8619,Hofkneipe,"Ludlgasse, 16",4020,# Positive Comments,1,0
8619,Hofkneipe,"Ludlgasse, 16",4020,% Kill Rate,11.40%,8.50%
8619,Hofkneipe,"Ludlgasse, 16",4020,Avg Time to Accept (s),"1,624",
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,# Commissionable Orders,0,0
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,Avg Basket Size €,,
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,# Negative Comments,0,0
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,# Positive Comments,0,0
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,% Kill Rate,12.50%,13.30%
8620,Club Sandwich Factory ,"Getreidegasse, 37",5020,Avg Time to Accept (s),,
8621,Noodle King,"Frauenstiftgasse, 12a",1210,# Commissionable Orders,227,266
8621,Noodle King,"Frauenstiftgasse, 12a",1210,Avg Basket Size €,24.09,25.1
8621,Noodle King,"Frauenstiftgasse, 12a",1210,# Negative Comments,1,2
8621,Noodle King,"Frauenstiftgasse, 12a",1210,# Positive Comments,1,1
8621,Noodle King,"Frauenstiftgasse, 12a",1210,% Kill Rate,4.10%,3.40%
8621,Noodle King,"Frauenstiftgasse, 12a",1210,Avg Time to Accept (s),734,538
8622,Roots Café Bistro,"Kirchgasse, 2",5760,# Commissionable Orders,1,0
8622,Roots Café Bistro,"Kirchgasse, 2",5760,Avg Basket Size €,,
8622,Roots Café Bistro,"Kirchgasse, 2",5760,# Negative Comments,0,0
8622,Roots Café Bistro,"Kirchgasse, 2",5760,# Positive Comments,0,0
8622,Roots Café Bistro,"Kirchgasse, 2",5760,% Kill Rate,44.70%,32.70%
8622,Roots Café Bistro,"Kirchgasse, 2",5760,Avg Time to Accept (s),,
8623,Curry & Co.,"Franckstraße, 45",4020,# Commissionable Orders,246,249
8623,Curry & Co.,"Franckstraße, 45",4020,Avg Basket Size €,29.34,28.43
8623,Curry & Co.,"Franckstraße, 45",4020,# Negative Comments,0,0
8623,Curry & Co.,"Franckstraße, 45",4020,# Positive Comments,1,1
8623,Curry & Co.,"Franckstraße, 45",4020,% Kill Rate,11.20%,11.10%
